Feature1,Feature2,True_Labels,KMeans_Labels
0.8306764268633708,-0.40993581043173394,1,0
0.7983552883504553,0.8376121751633245,0,0
1.050468459634365,-0.48516192885304066,1,0
-0.2581427578005995,0.9800084376686657,0,1
0.3306815979424123,1.147633072313903,0,1
1.266252257832927,-0.4969836078273011,1,0
1.076165799751163,-0.3858783576539364,1,0
0.056451052844005575,1.1060439598730967,0,1
0.5870959870151209,0.6696917701419823,0,1
1.7604047149083248,-0.20632789105047142,1,0
1.004589905826527,0.07030513901627822,0,0
-0.6457198409194285,0.5104378122182935,0,1
1.5425425648658773,-0.5201786365613685,1,0
0.3652109069549983,0.7897995945970865,0,1
1.1509834260292982,-0.5030336664897179,1,0
1.2224484854214765,-0.5039185123837012,1,0
1.9897189301474332,0.3989660630842914,1,0
0.9342924682030919,0.4189918201289283,0,0
0.49495802660937066,-0.4272053385657719,1,0
1.5712735686867771,-0.35920335552101323,1,0
1.9567836696978822,0.33191997410279706,1,0
2.0992779805084494,0.4221344468137854,1,0
-0.08262458418745805,0.16677512939297395,1,1
0.8831392978758752,-0.38709651884322305,1,0
0.5117515912599836,0.6843478011496704,0,1
1.8546561384772127,0.364116266155355,1,0
1.8451817528325678,0.390495492208683,1,0
-0.848049263602102,0.4488297216940373,0,1
0.2721501163178686,1.158838314726841,0,1
0.4256400137263691,-0.3736927821327032,1,0
1.9746948069518346,0.12132842044578468,1,0
0.38906452886537235,-0.35739409019362467,1,0
1.9168656552955328,-0.1370675213405381,1,0
-0.5654301195156326,0.8268215751350542,0,1
0.973839874110524,0.1435792301567247,0,0
0.44945577262081354,-0.5017039522262948,1,0
1.2634997408887294,-0.39885072676957706,1,0
0.7407672607780182,0.7965087922829542,0,1
-0.9070692604147633,0.5293658160558954,0,1
0.7190053692608134,0.7963851600525655,0,1
1.2522235626120921,-0.588264403392329,1,0
0.15309064083787727,0.8869049231755686,0,1
1.8825062807625836,0.40747716646019977,1,0
-0.7637565374918704,0.5349678380006847,0,1
0.8571487492909393,0.255232707049992,0,0
0.7230802097332083,0.8728949687439075,0,1
1.0647558109013713,0.05360265349048582,0,0
1.07440189598562,0.2516743175491742,0,0
1.4350594561373737,-0.5142608906613629,1,0
0.8770306514154185,0.2694949264446741,0,0
0.3585642458718843,0.902800909859749,0,1
-0.8531605267389301,0.8080982037472797,0,1
-0.09872463017844535,1.0251566420707998,0,1
1.3858796333185144,-0.3796388713942509,1,0
-0.8077985297017155,0.5935900534756341,0,1
0.679017343147736,0.7921432441631235,0,1
-0.2554796641812781,0.9773159011899764,0,1
0.8867665615900173,0.2016711071637632,0,0
-0.9418317907983768,0.4886265534240666,0,1
0.4326894693133859,0.991695986384016,0,1
1.9223202432469688,0.34944976135523304,1,0
-0.12112161314214734,0.2720551566804548,1,1
0.34550963183601574,-0.30117264671656363,1,0
1.9151612506977134,0.13943777274098557,1,0
0.3915933706275885,0.9076657757014597,0,1
0.8690841910988973,0.5373288926050259,0,0
1.9001835281368098,-0.05415423899279345,1,0
0.7130842540793892,0.5672956844738222,0,0
-0.8504251152725042,0.09359731261645332,0,1
1.2407389378137887,-0.4797869364722919,1,0
0.8571564254298176,-0.5277548772432612,1,0
0.7051616494532595,-0.4495004610606419,1,0
-0.011950749876422154,0.17688183580693506,1,1
0.1589133099130523,0.20763127425124567,1,1
0.3684679531662335,-0.2288610649794268,1,0
0.3828654892140778,-0.06970512760711749,1,0
-0.03875025841000822,0.4104410980081252,1,1
0.570435153521942,0.6997663647838035,0,1
1.764974131124886,-0.12068752371398724,1,0
1.9427109378150476,0.058273171636324284,1,0
-0.7114795413099169,0.9047044226883321,0,1
0.4590951911052871,0.9489307605575759,0,1
1.9053981639941486,0.47990589030248304,1,0
-0.42438507995509883,0.7867397341981229,0,1
0.49006434223768097,-0.2281852604528147,1,0
0.4450117130982083,0.9870168537547256,0,1
-0.6389899430388284,0.7887262082249223,0,1
1.5603253901196796,-0.17311992749535204,1,0
0.31578587432601396,-0.2502525709482956,1,0
-0.141168996049362,0.3501612570235051,1,1
1.0555933800006962,-0.4431581805977078,1,0
2.133126878218372,0.18865606059565915,1,0
0.8234754647530731,-0.3456221609014609,1,0
0.45116640552828274,-0.245183755845888,1,0
1.5016773826996133,-0.13590867195817263,1,0
0.6975154097774507,-0.5775686827867381,1,0
0.5153796084152735,0.6780732882277036,0,1
0.8189163984753467,0.7010505112204162,0,0
1.8793494740010361,-0.2771630476037866,1,0
1.0381676908012747,0.09691203670768386,0,0
-0.900288477810218,-0.02353187419072508,0,1
1.7196504789936897,-0.23825201292192139,1,0
0.8348380335337021,0.2878412520558974,0,0
0.33467780741547154,-0.18399704222960472,1,0
0.46552760249908176,-0.3673246150305235,1,0
0.9289034237272223,0.8873718475066279,0,0
0.2785779727798738,-0.1286801111910341,1,1
-1.0057977862188183,0.1677996983307492,0,1
0.4157846724441598,-0.3804951778776735,1,0
0.10194016481145876,0.9758041057232066,0,1
-0.2796628094789891,0.9917559853683736,0,1
1.592250220789905,-0.3149849855699607,1,0
0.6019789837667375,-0.37146465053399774,1,0
1.0275386269109847,0.2321823452934053,0,0
